Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Technology Trainer,40%,643,2446,0.2628781684382665,Data & IT
Workforce Management Analyst,40%,652,2166,0.3010156971375808,Administrative & Clerical
Assistant District Attorney,40%,592,1989,0.2976370035193564,Law Enforcement
Associate Attorney,40%,654,2100,0.3114285714285714,Law Enforcement
Contract Attorney,40%,466,1378,0.3381712626995646,Law Enforcement
Defense Attorney,40%,462,1253,0.3687150837988827,Law Enforcement
Immigration Attorney,40%,479,1673,0.2863120143454871,Law Enforcement
Immigration Paralegal,40%,531,1890,0.2809523809523809,Law Enforcement
Legal Administrative Assistant,40%,531,1910,0.2780104712041885,Law Enforcement
Legal Assistant,40%,527,1905,0.2766404199475065,Law Enforcement
Legal Secretary,40%,532,1909,0.2786799371398638,Law Enforcement
Litigation Associate,40%,502,1701,0.2951205173427396,Law Enforcement
Litigation Attorney,40%,503,1699,0.2960565038257798,Law Enforcement
Litigation Legal Assistant,40%,553,1927,0.2869745718733783,Law Enforcement
Litigation Paralegal,40%,554,1932,0.2867494824016563,Law Enforcement
Real Estate Paralegal,40%,431,1547,0.2786037491919845,Law Enforcement
Senior Paralegal,40%,432,1578,0.2737642585551331,Law Enforcement
Community Outreach Coordinator,40%,934,2874,0.324982602644398,Leadership & Strategy
Community Outreach Specialist,40%,926,2851,0.3247983163802174,Leadership & Strategy
Fundraising Manager,40%,867,2659,0.3260624294847687,Leadership & Strategy
Outreach Coordinator,40%,901,3233,0.2786885245901639,Leadership & Strategy
Volunteer,40%,245,926,0.2645788336933045,Leadership & Strategy
Event Producer,40%,936,3182,0.2941546197360151,Leadership & Strategy
Sports Information Director,40%,474,1798,0.2636262513904338,Communication & PR
Mechanical Designer,40%,485,1864,0.2601931330472103,Construction
Mechatronics Engineer,40%,434,1677,0.2587954680977937,Construction
Noc Engineer,40%,681,2080,0.3274038461538461,Data & IT
Office Engineer,40%,461,1743,0.2644865174985656,Construction
Operating Engineer,40%,380,1509,0.2518223989396951,Construction
Process Control Engineer,40%,482,1584,0.3042929292929293,Construction
Procurement Engineer,40%,527,1671,0.3153800119688809,Supply Chain & Logistics
Project Engineer,40%,505,1613,0.3130812151270923,Construction
Resident Engineer,40%,463,1502,0.3082556591211717,Construction
Rf Design Engineer,40%,415,1405,0.295373665480427,Construction
Rf Engineer,40%,419,1418,0.2954866008462623,Construction
Site Engineer,40%,461,1551,0.2972275950999355,Construction
Storage Engineer,40%,403,1672,0.2410287081339713,Construction
Supplier Quality Engineer,40%,417,1691,0.2465996451803666,Supply Chain & Logistics
Support Engineer,40%,442,1778,0.24859392575928,Data & IT
Telecom Engineer,40%,390,1626,0.2398523985239852,Data & IT
Voip Engineer,40%,349,1406,0.2482219061166429,Data & IT
Welding,40%,92,444,0.2072072072072072,Construction
Business Coordinator,40%,939,2880,0.3260416666666667,Administrative & Clerical
Documentation Specialist,40%,786,2418,0.3250620347394541,Administrative & Clerical
Facilities Administrator,40%,673,2177,0.3091410197519522,Administrative & Clerical
Front Office Coordinator,40%,873,2608,0.3347392638036809,Administrative & Clerical
Incident Manager,40%,707,2183,0.3238662391204764,Leadership & Strategy
Maintenance Director,40%,399,1357,0.2940309506263817,Leadership & Strategy
Production Clerk,40%,336,1291,0.260263361735089,Administrative & Clerical
Records Manager,40%,482,1623,0.2969808995686999,Administrative & Clerical
Scheduling Coordinator,40%,509,1599,0.3183239524702939,Administrative & Clerical
Technical Assistant,40%,625,2560,0.244140625,Administrative & Clerical
Virtual Assistant,40%,589,1932,0.3048654244306418,Administrative & Clerical
Box Truck Driver,40%,331,1162,0.2848537005163511,Supply Chain & Logistics
Concrete Truck Driver,40%,59,193,0.3056994818652849,Supply Chain & Logistics
Courier Driver,40%,61,182,0.3351648351648351,Supply Chain & Logistics
Driver,40%,59,204,0.2892156862745098,Supply Chain & Logistics
Dump Truck Driver,40%,54,164,0.3292682926829268,Supply Chain & Logistics
Freight Agent,40%,615,2030,0.3029556650246305,Supply Chain & Logistics
Fuel Truck Driver,40%,58,180,0.3222222222222222,Supply Chain & Logistics
Garbage Truck Driver,40%,58,172,0.3372093023255814,Supply Chain & Logistics
Heavy Truck Driver,40%,154,565,0.2725663716814159,Supply Chain & Logistics
Non Cdl Driver,40%,168,583,0.2881646655231561,Supply Chain & Logistics
Professional Driver,40%,93,411,0.2262773722627737,Supply Chain & Logistics
Route Driver,40%,100,426,0.2347417840375587,Supply Chain & Logistics
Shuttle Bus Driver,40%,93,412,0.2257281553398058,Supply Chain & Logistics
Shuttle Driver,40%,95,416,0.2283653846153846,Supply Chain & Logistics
Tow Truck Driver,40%,69,360,0.1916666666666666,Supply Chain & Logistics
Caterer,40%,630,1975,0.3189873417721519,Hospitality
Catering Manager,40%,684,2073,0.3299565846599132,Hospitality
Food Service Director,40%,495,1647,0.3005464480874317,Hospitality
Front Desk Associate,40%,826,2445,0.3378323108384458,Hospitality
Guest Services,40%,558,1668,0.3345323741007194,Hospitality
Hotel Night Auditor,40%,452,1301,0.3474250576479631,Hospitality
Lab Aide,40%,287,1031,0.2783705140640155,Medical & Healthcare
Risk Management Specialist,40%,604,1858,0.32508073196986,Administrative & Clerical
Lease Administrator,40%,635,2107,0.301376364499288,Administrative & Clerical
Loss Mitigation Specialist,40%,584,2004,0.2914171656686626,Administrative & Clerical
Agronomist,40%,460,1594,0.288582183186951,Data & IT
Associate Scientist,40%,524,1772,0.2957110609480812,Data & IT
Biological Scientist,40%,475,1721,0.2760023242300988,Data & IT
Biological Technician,40%,466,1628,0.2862407862407862,Data & IT
Biostatistician,40%,567,1874,0.3025613660618997,Data & IT
Chemical Operator,40%,357,1167,0.3059125964010283,Construction
Computational Biologist,40%,466,1399,0.3330950679056469,Data & IT
Environmental Chemist,40%,511,1558,0.32798459563543,Data & IT
Environmental Scientist,40%,521,1566,0.3326947637292465,Data & IT
Lab Technologist,40%,375,1584,0.2367424242424242,Data & IT
Laboratory Analyst,40%,398,1602,0.2484394506866417,Data & IT
Radiology Technician,40%,219,861,0.2543554006968641,Medical & Healthcare
Research Associate,40%,614,1947,0.315356959424756,Data & IT
Accounting Auditor,40%,680,2109,0.3224276908487434,Administrative & Clerical
Accounts Payable Specialist,40%,713,2244,0.3177361853832442,Administrative & Clerical
Accounts Receivable Specialist,40%,713,2253,0.3164669329782512,Administrative & Clerical
Audit Associate,40%,647,2057,0.3145357316480311,Administrative & Clerical
Billing Analyst,40%,716,2273,0.3150021997360316,Administrative & Clerical
Budget Manager,40%,676,2240,0.3017857142857142,Administrative & Clerical
Budget Officer,40%,669,2235,0.2993288590604027,Administrative & Clerical
CPA,40%,540,1635,0.3302752293577982,Administrative & Clerical
Certified Public Accountant,40%,542,1637,0.3310934636530238,Administrative & Clerical
Chartered Accountant,40%,547,1642,0.3331303288672351,Administrative & Clerical
Collection Manager,40%,583,1844,0.3161605206073752,Administrative & Clerical
Collection Supervisor,40%,578,1919,0.3011985409067222,Administrative & Clerical
Credit Counselor,40%,642,2075,0.3093975903614457,Administrative & Clerical
Financial Counselor,40%,676,2113,0.3199242782773308,Administrative & Clerical
Financial Reporting Manager,40%,741,2194,0.3377392889699179,Administrative & Clerical
Investment Analyst,40%,764,2456,0.3110749185667752,Administrative & Clerical
Loan Analyst,40%,750,2337,0.3209242618741977,Administrative & Clerical
Portfolio Analyst,40%,547,1795,0.3047353760445682,Administrative & Clerical
Treasury Analyst,40%,595,2047,0.2906692721055203,Administrative & Clerical
Underwriter,40%,706,2654,0.2660135644310474,Administrative & Clerical
Case Manager,40%,784,2544,0.3081761006289308,Medical & Healthcare
Clinical Supervisor,40%,388,1202,0.3227953410981697,Medical & Healthcare
Health Information Manager,40%,735,2315,0.3174946004319654,Medical & Healthcare
Healthcare Recruiter,40%,700,2253,0.3106968486462494,Medical & Healthcare
Intake Specialist,40%,628,1833,0.342607746863066,Medical & Healthcare
Medical Case Manager,40%,572,1693,0.3378617838157117,Medical & Healthcare
Medical Information Specialist,40%,765,2450,0.3122448979591837,Medical & Healthcare
Medical Manager,40%,597,1739,0.3433007475560667,Medical & Healthcare
Medical Scheduler,40%,518,1687,0.3070539419087137,Medical & Healthcare
Patient Financial Counselor,40%,419,1484,0.2823450134770889,Medical & Healthcare
Patient Registrar,40%,369,1359,0.271523178807947,Medical & Healthcare
Patient Service Representative,40%,386,1468,0.2629427792915531,Medical & Healthcare
Patient Service Specialist,40%,394,1479,0.2663962136578769,Medical & Healthcare
Patient Services Representative,40%,392,1473,0.2661235573659199,Medical & Healthcare
Screener,40%,273,949,0.2876712328767123,Medical & Healthcare
Criminal Investigator,40%,517,1512,0.3419312169312169,Law Enforcement
Food Inspector,40%,345,1217,0.2834839769926047,Law Enforcement
Game Warden,40%,320,1001,0.3196803196803197,Law Enforcement
Regulatory Specialist,40%,604,1904,0.3172268907563025,Administrative & Clerical
Cargo Agent,40%,597,2088,0.2859195402298851,Supply Chain & Logistics
Inventory Planner,40%,791,2569,0.3079019073569482,Supply Chain & Logistics
Logistics Administrator,40%,749,2422,0.3092485549132948,Supply Chain & Logistics
Logistics Analyst,40%,814,2675,0.3042990654205607,Supply Chain & Logistics
Logistics Planner,40%,756,2500,0.3024,Supply Chain & Logistics
Purchasing Specialist,40%,530,1717,0.308677926616191,Supply Chain & Logistics
Senior Buyer,40%,449,1512,0.296957671957672,Supply Chain & Logistics
Supply Chain Planner,40%,670,2481,0.2700523982265215,Supply Chain & Logistics
Certified Personal Trainer,40%,551,1737,0.3172135866436384,Medical & Healthcare
Anchor,40%,697,2170,0.3211981566820276,Communication & PR
Broadcast Journalist,40%,756,2331,0.3243243243243243,Communication & PR
Communications,40%,841,2410,0.3489626556016597,Communication & PR
Communications Officer,40%,842,2542,0.3312352478363493,Communication & PR
Content Specialist,40%,986,3369,0.2926684476105669,Communication & PR
Creative Producer,40%,898,3016,0.2977453580901856,Communication & PR
Proofreader,40%,430,1728,0.2488425925925926,Communication & PR
Sound Technician,40%,424,1317,0.3219438116932422,Communication & PR
Technical Designer,40%,583,2311,0.2522717438338381,Communication & PR
Qa Analyst,40%,643,1948,0.330082135523614,Data & IT
Clinical Nurse Educator,40%,386,1041,0.3707973102785782,Medical & Healthcare
Computer Teacher,40%,562,1344,0.4181547619047619,Communication & PR
Early Childhood Education,40%,440,1092,0.4029304029304029,Communication & PR
Education Consultant,40%,618,1955,0.3161125319693094,Communication & PR
Head Start Teacher,40%,399,1196,0.3336120401337792,Communication & PR
Library Technician,40%,521,1849,0.2817739318550568,Communication & PR
Online Instructor,40%,846,2784,0.3038793103448275,Communication & PR
School Administrator,40%,491,1714,0.2864644107351225,Communication & PR
Substitute Teacher,40%,470,1701,0.2763080540858318,Communication & PR
Test Proctor,40%,463,1638,0.2826617826617826,Communication & PR
Training Coordinator,40%,676,2242,0.3015165031222123,Communication & PR
Training Supervisor,40%,655,2201,0.2975920036347115,Communication & PR
Agent,40%,648,2044,0.3170254403131115,Administrative & Clerical
Aircraft Painter,40%,403,1500,0.2686666666666666,Construction
Art Director,40%,686,2666,0.2573143285821455,Data & IT
Assistant Art Director,40%,658,2252,0.2921847246891652,Data & IT
Character Artist,40%,737,2724,0.2705580029368575,Data & IT
Concept Artist,40%,786,2804,0.2803138373751783,Data & IT
Creative Consultant,40%,827,2896,0.2855662983425414,Data & IT
Designer,40%,745,2746,0.2713037144938092,Data & IT
Drone Pilot,40%,357,1046,0.3413001912045889,Construction
Illustrator,40%,468,2014,0.2323733862959285,Data & IT
Industrial Painter,40%,182,966,0.1884057971014492,Construction
Technical Writer,40%,715,2803,0.2550838387442026,Communication & PR
Ticketing Agent,40%,495,1754,0.282212086659065,Hospitality
Video Game Tester,40%,532,1838,0.2894450489662676,Data & IT
Anesthesiologist Assistant,40%,382,1277,0.2991386061080657,Medical & Healthcare
Cardiac Sonographer,40%,403,1376,0.2928779069767442,Medical & Healthcare
Cardiovascular Technologist,40%,417,1411,0.2955350815024805,Medical & Healthcare
Certified Occupational Therapy Assistant,40%,438,1476,0.2967479674796748,Medical & Healthcare
Certified Pharmacy Technician,40%,232,722,0.3213296398891966,Medical & Healthcare
Clinical Exercise Physiologist,40%,283,904,0.3130530973451327,Medical & Healthcare
Dosimetrist,40%,199,646,0.3080495356037152,Medical & Healthcare
Er Rn,40%,214,523,0.4091778202676864,Medical & Healthcare
Health Inspector,40%,300,903,0.3322259136212624,Medical & Healthcare
Hearing Aid Specialist,40%,301,1053,0.2858499525166192,Medical & Healthcare
Hearing Instrument Specialist,40%,297,1049,0.2831267874165872,Medical & Healthcare
Medical Illustrator,40%,487,2085,0.2335731414868105,Data & IT
Medical Physicist,40%,305,1065,0.2863849765258216,Medical & Healthcare
Pharmacist Technician,40%,238,1071,0.2222222222222222,Medical & Healthcare
Pharmacy Technician,40%,248,1012,0.2450592885375494,Medical & Healthcare
Phlebotomy,40%,171,710,0.2408450704225352,Medical & Healthcare
Phlebotomy Technician,40%,177,714,0.2478991596638655,Medical & Healthcare
Radiology Manager,40%,331,1271,0.2604248623131392,Medical & Healthcare
Specimen Processor,40%,325,1144,0.2840909090909091,Medical & Healthcare
Sterile Processing Technician,40%,274,1052,0.2604562737642585,Medical & Healthcare
Surgical Technician,40%,265,887,0.2987598647125141,Medical & Healthcare
Surgical Technologist,40%,266,910,0.2923076923076923,Medical & Healthcare
Aircraft Fueler,40%,394,1326,0.2971342383107089,Construction
Aircraft Technician,40%,434,1406,0.3086770981507823,Construction
Atm Technician,40%,442,1466,0.3015006821282401,Data & IT
Automation Specialist,40%,598,1883,0.3175783324482209,Construction
Aviation Technician,40%,434,1419,0.3058491895701198,Construction
Calibration Technician,40%,478,1599,0.2989368355222013,Construction
Electronics Technician,40%,339,966,0.3509316770186335,Construction
Equipment Technician,40%,251,781,0.3213828425096031,Construction
Forklift Mechanic,40%,121,503,0.2405566600397614,Construction
Generalist,40%,527,1657,0.3180446590223295,Administrative & Clerical
Hvac Service Technician,40%,270,1079,0.2502316960148285,Construction
Hvac Technician,40%,272,1080,0.2518518518518518,Construction
Janitorial Manager,40%,355,1277,0.2779953014878621,Hospitality
Maintenance Manager,40%,407,1380,0.294927536231884,Construction
Maintenance Superintendent,40%,397,1376,0.2885174418604651,Construction
Newspaper Delivery,40%,409,1411,0.2898653437278526,Supply Chain & Logistics
Parking Enforcement Officer,40%,148,558,0.2652329749103942,Law Enforcement
Sewing,40%,143,512,0.279296875,Construction
Theater Manager,40%,472,1739,0.2714203565267395,Hospitality
Watchmaker,40%,157,643,0.2441679626749611,Construction
Assistant Buyer,40%,710,2168,0.3274907749077491,Supply Chain & Logistics
Associate Buyer,40%,710,2181,0.3255387436955525,Supply Chain & Logistics
Automation Technician,40%,557,1796,0.3101336302895323,Construction
Cmm Programmer,40%,295,919,0.3210010881392818,Construction
Controls Technician,40%,304,964,0.3153526970954357,Construction
Inventory,40%,539,1778,0.3031496062992126,Supply Chain & Logistics
Manufacturing Analyst,40%,638,2158,0.2956441149212233,Construction
Manufacturing Technician,40%,432,1757,0.2458736482640865,Construction
Material Handler,40%,352,1212,0.2904290429042904,Supply Chain & Logistics
Order Builder,40%,341,1195,0.2853556485355648,Supply Chain & Logistics
Order Picker,40%,345,1200,0.2875,Supply Chain & Logistics
Order Puller,40%,343,1198,0.2863105175292154,Supply Chain & Logistics
Picker,40%,154,584,0.2636986301369863,Supply Chain & Logistics
Production Operator,40%,250,1013,0.2467917077986179,Construction
Deli Manager,40%,541,1803,0.3000554631170272,Hospitality
Director Of Development,40%,829,2430,0.3411522633744856,Leadership & Strategy
Business Development Officer,40%,958,2883,0.3322927506070066,Leadership & Strategy
